Repository_Name,Primary_Language,Stars_Count,Forks_Count,Open_Issues,Repository_Age_Months,Days_Since_Last_Update,Activity_Month,Monthly_Commit_Velocity,Total_Contributors,Active_Contributors_Last_30_Days,Total_Issues,Issue_Resolution_Rate,Total_Pull_Requests,PR_Merge_Rate,Release_Frequency,Contributor_Churn_Rate,Activity_Status
DopplerHQ/awesome-interview-questions,,80962,9361,49,124,566,6,198,261,14,3815,0.53239901,1087,0.571381228,7,0.162821322,Active
punkpeye/awesome-mcp-servers,,80910,7237,324,14,4,1,173,52,14,3224,0.928264514,140,0.75592169,10,0.22914094,Active
punkpeye/awesome-mcp-servers,,80910,7237,324,14,4,2,176,72,72,1473,0.416461875,3161,0.90409746,6,0.207690821,Active
punkpeye/awesome-mcp-servers,,80910,7237,324,14,4,3,199,13,52,4188,0.505079424,1289,0.568117269,5,0.412890324,Declining
punkpeye/awesome-mcp-servers,,80910,7237,324,14,4,4,138,15,44,4825,0.628039269,241,0.706709824,10,0.099101043,Active
punkpeye/awesome-mcp-servers,,80910,7237,324,14,4,5,98,15,37,4387,0.835747622,3557,0.662578757,3,0.459659387,Active
punkpeye/awesome-mcp-servers,,80910,7237,324,14,4,6,7,74,44,2228,0.911128741,2602,0.662273745,6,0.196952522,Active
syncthing/syncthing,Go,79940,4928,402,148,0,1,138,294,49,4331,0.89053284,3286,0.833701291,2,0.07919981,Declining
syncthing/syncthing,Go,79940,4928,402,148,0,2,30,237,84,1912,0.927205719,858,0.67229289,11,0.441942625,Declining
syncthing/syncthing,Go,79940,4928,402,148,0,3,162,67,3,2931,0.508645882,3055,0.95525265,5,0.442690006,Active
syncthing/syncthing,Go,79940,4928,402,148,0,4,19,81,18,2140,0.546124239,3269,0.733923587,0,0.310238864,Active
syncthing/syncthing,Go,79940,4928,402,148,0,5,100,245,43,2845,0.514850327,668,0.660745944,9,0.379508819,Declining
syncthing/syncthing,Go,79940,4928,402,148,0,6,95,33,34,1842,0.931221321,3567,0.673771963,10,0.098155581,Declining
spring-projects/spring-boot,Java,79933,41863,497,162,0,1,143,296,66,748,0.600844032,996,0.703301875,0,0.407305899,Declining
spring-projects/spring-boot,Java,79933,41863,497,162,0,2,7,115,82,2555,0.72103877,1468,0.966199973,1,0.172108616,Declining
spring-projects/spring-boot,Java,79933,41863,497,162,0,3,196,208,65,1811,0.678884853,2174,0.538249248,5,0.381349924,Declining
spring-projects/spring-boot,Java,79933,41863,497,162,0,4,127,84,31,2981,0.439169955,2886,0.721937464,0,0.118070973,Active
spring-projects/spring-boot,Java,79933,41863,497,162,0,5,87,142,93,4328,0.703736158,165,0.773817531,6,0.300502795,Active
spring-projects/spring-boot,Java,79933,41863,497,162,0,6,110,74,74,1663,0.588454077,53,0.872279626,3,0.092215107,Active
ByteByteGoHq/system-design-101,,79592,8714,57,29,317,1,187,208,53,3108,0.763810409,1093,0.687396636,2,0.184797582,Declining
ByteByteGoHq/system-design-101,,79592,8714,57,29,317,2,150,215,89,1658,0.715715147,309,0.657354477,6,0.344137593,Active
ByteByteGoHq/system-design-101,,79592,8714,57,29,317,3,101,237,21,3400,0.578755341,3764,0.743815113,7,0.271653242,Active
ByteByteGoHq/system-design-101,,79592,8714,57,29,317,4,156,41,32,1086,0.456003,2950,0.623913627,0,0.121134267,Declining
ByteByteGoHq/system-design-101,,79592,8714,57,29,317,5,52,16,88,1852,0.747914516,2809,0.818475991,9,0.151296993,Declining
ByteByteGoHq/system-design-101,,79592,8714,57,29,317,6,163,176,58,1828,0.840808676,1594,0.702330945,3,0.397924974,Active
hacksider/Deep-Live-Cam,Python,79510,11584,110,29,1,1,131,75,67,2158,0.779118013,585,0.703237993,7,0.492128816,Declining
hacksider/Deep-Live-Cam,Python,79510,11584,110,29,1,2,34,266,99,363,0.402188359,1200,0.958038163,4,0.076566424,Active
hacksider/Deep-Live-Cam,Python,79510,11584,110,29,1,3,46,65,41,1346,0.765455104,1444,0.965348357,8,0.257786085,Declining
hacksider/Deep-Live-Cam,Python,79510,11584,110,29,1,4,173,183,2,4993,0.543714839,373,0.637225726,0,0.352884429,Declining
hacksider/Deep-Live-Cam,Python,79510,11584,110,29,1,5,170,250,33,2748,0.473480372,312,0.716033227,4,0.295646277,Declining
hacksider/Deep-Live-Cam,Python,79510,11584,110,29,1,6,136,116,38,2591,0.67908649,795,0.961047999,0,0.079251504,Active
astral-sh/uv,Rust,79287,2566,2689,28,0,1,49,211,21,1982,0.555612294,838,0.619197521,4,0.386660866,Declining
astral-sh/uv,Rust,79287,2566,2689,28,0,2,172,161,70,3344,0.675459129,1252,0.935453443,9,0.22071212,Declining
astral-sh/uv,Rust,79287,2566,2689,28,0,3,53,60,73,2444,0.675362719,2060,0.728190113,7,0.338680695,Declining
astral-sh/uv,Rust,79287,2566,2689,28,0,4,137,297,19,3730,0.406352644,2650,0.799825638,8,0.210438308,Active
astral-sh/uv,Rust,79287,2566,2689,28,0,5,74,93,61,4438,0.693654852,2403,0.70919395,4,0.057486917,Active
astral-sh/uv,Rust,79287,2566,2689,28,0,6,184,103,63,2469,0.628538673,2313,0.566592228,3,0.284024199,Active
fighting41love/funNLP,Python,78981,15139,44,91,647,1,142,267,41,3668,0.938227973,1147,0.820177009,0,0.240657739,Active
fighting41love/funNLP,Python,78981,15139,44,91,647,2,95,288,2,2460,0.566187552,1016,0.517478335,11,0.402777755,Declining
fighting41love/funNLP,Python,78981,15139,44,91,647,3,199,12,61,3061,0.731444119,433,0.641333771,4,0.417895508,Declining
fighting41love/funNLP,Python,78981,15139,44,91,647,4,79,258,64,1188,0.753300785,3547,0.794576822,11,0.498197914,Active
fighting41love/funNLP,Python,78981,15139,44,91,647,5,21,118,16,911,0.801956375,2902,0.901711404,2,0.231969349,Declining
fighting41love/funNLP,Python,78981,15139,44,91,647,6,128,190,47,3790,0.798753476,851,0.903566931,7,0.105768256,Declining
doocs/advanced-java,Java,78844,19285,1,89,25,1,126,127,19,4487,0.509125902,3764,0.879338819,6,0.25590592,Declining
doocs/advanced-java,Java,78844,19285,1,89,25,2,142,263,75,4140,0.896104659,2170,0.794822198,7,0.126151319,Active
doocs/advanced-java,Java,78844,19285,1,89,25,3,61,100,11,4368,0.64675342,2544,0.793275531,5,0.372390849,Declining
doocs/advanced-java,Java,78844,19285,1,89,25,4,47,227,59,1048,0.928552949,1111,0.9103608,7,0.478556991,Declining
doocs/advanced-java,Java,78844,19285,1,89,25,5,52,13,29,1548,0.884204406,3596,0.711303923,6,0.388389718,Declining
doocs/advanced-java,Java,78844,19285,1,89,25,6,50,115,34,3658,0.708172107,2944,0.797535326,9,0.375028082,Active
modelcontextprotocol/servers,TypeScript,78771,9538,330,15,1,1,178,108,79,4686,0.778728067,822,0.828723975,0,0.440473513,Declining
modelcontextprotocol/servers,TypeScript,78771,9538,330,15,1,2,178,35,66,3306,0.672245572,1579,0.51898605,8,0.345418356,Declining
modelcontextprotocol/servers,TypeScript,78771,9538,330,15,1,3,172,9,41,2321,0.532116658,2541,0.594203329,6,0.374639007,Active
modelcontextprotocol/servers,TypeScript,78771,9538,330,15,1,4,100,280,35,647,0.486843078,3236,0.79817219,9,0.326823445,Active
modelcontextprotocol/servers,TypeScript,78771,9538,330,15,1,5,40,156,32,946,0.92400523,3421,0.830684402,3,0.142581472,Declining
modelcontextprotocol/servers,TypeScript,78771,9538,330,15,1,6,141,159,40,4947,0.584621919,3901,0.804065226,0,0.493947052,Declining
browser-use/browser-use,Python,78427,9279,246,15,1,1,16,33,12,4587,0.68442337,222,0.542774345,5,0.201675491,Declining
browser-use/browser-use,Python,78427,9279,246,15,1,2,65,78,33,2498,0.813715979,2571,0.534408107,1,0.136177702,Active
browser-use/browser-use,Python,78427,9279,246,15,1,3,52,292,87,3478,0.409884864,3252,0.501110799,2,0.140728407,Declining
browser-use/browser-use,Python,78427,9279,246,15,1,4,156,36,7,4885,0.785068013,861,0.889347233,8,0.061213572,Declining
browser-use/browser-use,Python,78427,9279,246,15,1,5,7,172,92,2918,0.628957608,347,0.682057433,10,0.449252484,Declining
browser-use/browser-use,Python,78427,9279,246,15,1,6,87,210,7,690,0.743077941,3255,0.850182946,3,0.072906509,Active
anuraghazra/github-readme-stats,JavaScript,78384,30531,250,68,2,1,43,121,12,3405,0.871637779,929,0.5707188,7,0.064474051,Declining
anuraghazra/github-readme-stats,JavaScript,78384,30531,250,68,2,2,56,92,29,4582,0.768016824,3549,0.909373167,7,0.270878621,Active
anuraghazra/github-readme-stats,JavaScript,78384,30531,250,68,2,3,172,94,20,1527,0.600030648,3894,0.814521088,8,0.163980862,Active
anuraghazra/github-readme-stats,JavaScript,78384,30531,250,68,2,4,99,11,34,4109,0.897245278,1576,0.772921289,10,0.182528754,Declining
anuraghazra/github-readme-stats,JavaScript,78384,30531,250,68,2,5,89,259,23,2209,0.56866833,3276,0.694196424,0,0.334780243,Active
anuraghazra/github-readme-stats,JavaScript,78384,30531,250,68,2,6,91,155,39,3101,0.480418147,890,0.683680432,1,0.073945003,Declining
vitejs/vite,TypeScript,78154,7831,614,70,0,1,70,291,82,582,0.945058336,1421,0.72748283,2,0.379229351,Active
vitejs/vite,TypeScript,78154,7831,614,70,0,2,138,140,68,1728,0.93258279,3191,0.81362752,2,0.438440395,Declining
vitejs/vite,TypeScript,78154,7831,614,70,0,3,11,12,38,1153,0.932332927,3955,0.880161705,5,0.183856754,Active
vitejs/vite,TypeScript,78154,7831,614,70,0,4,10,114,33,1980,0.924869307,2805,0.514857576,2,0.266224644,Declining
vitejs/vite,TypeScript,78154,7831,614,70,0,5,184,209,23,241,0.516035147,3106,0.769234541,10,0.265886101,Declining
vitejs/vite,TypeScript,78154,7831,614,70,0,6,37,12,7,4792,0.690277502,2669,0.567474434,8,0.083343065,Active
hoppscotch/hoppscotch,TypeScript,77861,5578,650,79,0,1,107,157,44,1176,0.603888329,2046,0.750136115,0,0.447080739,Declining
hoppscotch/hoppscotch,TypeScript,77861,5578,650,79,0,2,158,131,14,664,0.905201985,128,0.822754576,3,0.176479653,Declining
hoppscotch/hoppscotch,TypeScript,77861,5578,650,79,0,3,73,155,73,914,0.577007037,1705,0.94649861,8,0.426098372,Declining
hoppscotch/hoppscotch,TypeScript,77861,5578,650,79,0,4,26,79,98,4147,0.806320154,1005,0.977716843,5,0.391549406,Declining
hoppscotch/hoppscotch,TypeScript,77861,5578,650,79,0,5,49,89,99,478,0.560570971,3718,0.908943911,4,0.492235816,Active
hoppscotch/hoppscotch,TypeScript,77861,5578,650,79,0,6,38,203,32,3080,0.800220573,3080,0.817653274,1,0.067150945,Active
junegunn/fzf,Go,77801,2692,324,149,1,1,192,118,62,3586,0.809490861,2039,0.807848162,5,0.127662987,Declining
junegunn/fzf,Go,77801,2692,324,149,1,2,184,209,79,3279,0.559929277,785,0.923047707,3,0.132860785,Active
junegunn/fzf,Go,77801,2692,324,149,1,3,176,177,25,524,0.408973344,2558,0.629493916,3,0.486194891,Declining
junegunn/fzf,Go,77801,2692,324,149,1,4,113,11,42,2142,0.457215286,2838,0.603479979,0,0.443777163,Declining
junegunn/fzf,Go,77801,2692,324,149,1,5,158,156,81,4407,0.442713559,1173,0.937889471,7,0.108065971,Active
junegunn/fzf,Go,77801,2692,324,149,1,6,184,81,81,290,0.757154414,1178,0.506949787,6,0.402135813,Declining
netdata/netdata,C,77754,6334,253,154,0,1,191,124,42,2208,0.756780102,455,0.821070151,10,0.165384844,Active
netdata/netdata,C,77754,6334,253,154,0,2,170,158,95,2900,0.830273515,2683,0.572132541,9,0.468589134,Declining
netdata/netdata,C,77754,6334,253,154,0,3,12,202,74,211,0.942283873,1844,0.94314606,7,0.402618145,Declining
netdata/netdata,C,77754,6334,253,154,0,4,12,204,49,2250,0.678692071,2805,0.912174294,2,0.236172844,Declining
netdata/netdata,C,77754,6334,253,154,0,5,112,251,86,4535,0.505206129,281,0.852571296,3,0.363771128,Active
netdata/netdata,C,77754,6334,253,154,0,6,111,120,14,3009,0.431004223,241,0.594570673,2,0.363138067,Declining
tensorflow/models,Python,77686,45296,1275,122,2,1,20,37,94,3089,0.474344394,890,0.501102461,11,0.101025598,Active
tensorflow/models,Python,77686,45296,1275,122,2,2,32,35,26,3660,0.451030241,2241,0.615842346,6,0.348516217,Active
tensorflow/models,Python,77686,45296,1275,122,2,3,34,120,74,1533,0.567572402,3422,0.836078285,6,0.093694379,Declining
tensorflow/models,Python,77686,45296,1275,122,2,4,42,259,14,4787,0.523589344,1184,0.795220337,6,0.47959932,Declining
tensorflow/models,Python,77686,45296,1275,122,2,5,191,137,21,3377,0.420018403,1957,0.913212884,2,0.465238361,Declining
tensorflow/models,Python,77686,45296,1275,122,2,6,179,40,97,4675,0.695496458,1243,0.808497496,11,0.446538583,Active
nomic-ai/gpt4all,C++,77127,8315,753,35,264,1,162,36,67,3093,0.516881641,1141,0.866802263,3,0.347265051,Declining
nomic-ai/gpt4all,C++,77127,8315,753,35,264,2,185,294,98,1477,0.53913628,2224,0.763171731,3,0.459470844,Declining
nomic-ai/gpt4all,C++,77127,8315,753,35,264,3,185,89,33,3272,0.522878852,1557,0.819000974,11,0.22922812,Active
nomic-ai/gpt4all,C++,77127,8315,753,35,264,4,115,67,9,2529,0.847333352,154,0.506526425,5,0.113049083,Active
nomic-ai/gpt4all,C++,77127,8315,753,35,264,5,185,277,15,4032,0.686085098,3932,0.792274203,0,0.153452746,Declining
nomic-ai/gpt4all,C++,77127,8315,753,35,264,6,38,211,97,291,0.681284321,2618,0.614407456,5,0.275949146,Declining
MisterBooo/LeetCodeAnimation,Java,76710,14000,20,87,917,1,128,145,57,2601,0.51408578,1326,0.516795736,4,0.340449976,Declining
MisterBooo/LeetCodeAnimation,Java,76710,14000,20,87,917,2,41,182,41,660,0.40902493,3496,0.735207389,8,0.186876274,Declining
MisterBooo/LeetCodeAnimation,Java,76710,14000,20,87,917,3,10,141,81,90,0.65599454,2844,0.61093602,5,0.070977449,Declining
MisterBooo/LeetCodeAnimation,Java,76710,14000,20,87,917,4,147,290,66,1756,0.499284449,995,0.503547228,6,0.467844312,Active
MisterBooo/LeetCodeAnimation,Java,76710,14000,20,87,917,5,10,278,91,727,0.591999481,3207,0.512035505,5,0.082890518,Declining
MisterBooo/LeetCodeAnimation,Java,76710,14000,20,87,917,6,179,297,96,3738,0.664650445,1411,0.722377157,4,0.144017138,Active
FortAwesome/Font-Awesome,JavaScript,76339,12252,312,170,5,1,80,227,81,1600,0.794954725,3533,0.585306157,10,0.434152412,Declining
FortAwesome/Font-Awesome,JavaScript,76339,12252,312,170,5,2,197,134,37,2306,0.868411918,2376,0.763138858,9,0.470873511,Declining
FortAwesome/Font-Awesome,JavaScript,76339,12252,312,170,5,3,55,145,55,2691,0.635493371,3174,0.820153926,8,0.057723424,Declining
FortAwesome/Font-Awesome,JavaScript,76339,12252,312,170,5,4,141,253,37,1369,0.823908833,2434,0.553725915,1,0.452271497,Active
FortAwesome/Font-Awesome,JavaScript,76339,12252,312,170,5,5,86,85,78,1827,0.82064044,3041,0.70712992,3,0.418117776,Active
FortAwesome/Font-Awesome,JavaScript,76339,12252,312,170,5,6,124,104,93,4293,0.816510973,3544,0.596979022,10,0.239967313,Declining
coder/code-server,TypeScript,76264,6512,176,84,2,1,29,298,77,137,0.405012221,2802,0.746261527,1,0.384952537,Declining
coder/code-server,TypeScript,76264,6512,176,84,2,2,50,54,62,4209,0.769813271,2143,0.790146773,0,0.086673116,Declining
coder/code-server,TypeScript,76264,6512,176,84,2,3,41,31,98,4029,0.473355262,2257,0.936441416,7,0.321820418,Active
coder/code-server,TypeScript,76264,6512,176,84,2,4,112,98,77,2361,0.694463245,2510,0.788643436,11,0.343289119,Active
coder/code-server,TypeScript,76264,6512,176,84,2,5,84,75,63,4989,0.638252249,918,0.92273497,5,0.117380137,Active
coder/code-server,TypeScript,76264,6512,176,84,2,6,40,120,72,3494,0.88385885,516,0.773995676,11,0.169671649,Declining
elastic/elasticsearch,Java,76072,25796,5501,195,0,1,115,290,22,235,0.924294785,3157,0.70401882,5,0.126362174,Declining
elastic/elasticsearch,Java,76072,25796,5501,195,0,2,60,251,90,1762,0.693386958,2288,0.786870832,10,0.410451021,Declining
elastic/elasticsearch,Java,76072,25796,5501,195,0,3,162,127,62,4289,0.933182899,3531,0.652741118,1,0.204341004,Declining
elastic/elasticsearch,Java,76072,25796,5501,195,0,4,70,57,53,3145,0.563686163,1688,0.507585374,0,0.45974919,Active
elastic/elasticsearch,Java,76072,25796,5501,195,0,5,199,123,95,4894,0.6612652,3793,0.930787399,5,0.07590333,Declining
elastic/elasticsearch,Java,76072,25796,5501,195,0,6,88,31,50,2764,0.83558853,3892,0.77832338,3,0.361510546,Declining
sdmg15/Best-websites-a-programmer-should-visit,,75668,8574,1014,108,152,1,70,177,54,4197,0.529076067,2073,0.866559771,8,0.271552986,Declining
sdmg15/Best-websites-a-programmer-should-visit,,75668,8574,1014,108,152,2,118,140,94,1049,0.949531011,2243,0.795120452,1,0.068934997,Declining
sdmg15/Best-websites-a-programmer-should-visit,,75668,8574,1014,108,152,3,173,222,51,670,0.877516465,889,0.753442849,1,0.182547764,Declining
sdmg15/Best-websites-a-programmer-should-visit,,75668,8574,1014,108,152,4,105,78,92,197,0.610516507,2744,0.582115509,4,0.193815316,Active
sdmg15/Best-websites-a-programmer-should-visit,,75668,8574,1014,108,152,5,164,116,81,3423,0.78049088,832,0.613184201,3,0.438190901,Declining
sdmg15/Best-websites-a-programmer-should-visit,,75668,8574,1014,108,152,6,48,122,25,4848,0.84805712,3318,0.684052228,6,0.332824154,Declining
d2l-ai/d2l-zh,Python,75667,12128,122,103,566,1,145,170,19,715,0.57599176,2947,0.735077164,2,0.150083266,Declining
d2l-ai/d2l-zh,Python,75667,12128,122,103,566,2,56,132,51,3531,0.684486792,1769,0.635822159,9,0.44142747,Active
d2l-ai/d2l-zh,Python,75667,12128,122,103,566,3,179,101,53,3542,0.40956942,3934,0.673757696,1,0.222885926,Active
d2l-ai/d2l-zh,Python,75667,12128,122,103,566,4,157,236,42,1379,0.412814694,1206,0.503887054,4,0.25969606,Active
d2l-ai/d2l-zh,Python,75667,12128,122,103,566,5,161,12,94,2591,0.406597365,102,0.593034031,6,0.496570952,Active
d2l-ai/d2l-zh,Python,75667,12128,122,103,566,6,7,65,41,4253,0.675271484,2401,0.544640569,7,0.474381765,Declining
typicode/json-server,JavaScript,75630,7269,707,148,1,1,153,256,86,4765,0.587673066,3752,0.770421294,2,0.064116607,Declining
typicode/json-server,JavaScript,75630,7269,707,148,1,2,175,155,35,2569,0.416154922,3907,0.76317948,5,0.265119378,Declining
typicode/json-server,JavaScript,75630,7269,707,148,1,3,36,42,16,811,0.918418583,445,0.847580287,3,0.456065185,Active
typicode/json-server,JavaScript,75630,7269,707,148,1,4,154,221,74,1692,0.711546023,1266,0.626298021,11,0.484419565,Declining
typicode/json-server,JavaScript,75630,7269,707,148,1,5,142,149,47,3579,0.905719394,935,0.93376233,2,0.413171219,Declining
typicode/json-server,JavaScript,75630,7269,707,148,1,6,81,20,73,4996,0.861757672,3044,0.729028017,2,0.379737568,Active
zed-industries/zed,Rust,75425,6965,3445,60,0,1,174,143,15,2856,0.411864194,2496,0.501836807,7,0.321271775,Declining
zed-industries/zed,Rust,75425,6965,3445,60,0,2,118,47,46,2302,0.441795972,2086,0.582612724,11,0.309821565,Declining
zed-industries/zed,Rust,75425,6965,3445,60,0,3,96,83,47,1796,0.452295335,902,0.646234198,9,0.216007841,Declining
zed-industries/zed,Rust,75425,6965,3445,60,0,4,53,51,51,439,0.905124,3104,0.509294984,5,0.26970313,Declining
zed-industries/zed,Rust,75425,6965,3445,60,0,5,118,205,6,2217,0.565014193,1501,0.929517781,6,0.132747209,Active
zed-industries/zed,Rust,75425,6965,3445,60,0,6,181,7,61,4930,0.825500216,361,0.806810455,7,0.493656678,Declining
swisskyrepo/PayloadsAllTheThings,Python,75243,16638,14,113,0,1,22,248,3,4807,0.491953435,2589,0.603873863,11,0.153732924,Active
swisskyrepo/PayloadsAllTheThings,Python,75243,16638,14,113,0,2,187,17,90,3012,0.847552453,1005,0.671327494,10,0.285830008,Declining
swisskyrepo/PayloadsAllTheThings,Python,75243,16638,14,113,0,3,173,187,37,336,0.921781768,690,0.566259165,8,0.408970199,Active
swisskyrepo/PayloadsAllTheThings,Python,75243,16638,14,113,0,4,28,143,69,2488,0.672163228,1711,0.826226876,6,0.096366311,Declining
swisskyrepo/PayloadsAllTheThings,Python,75243,16638,14,113,0,5,182,188,76,768,0.613820804,3838,0.874857051,4,0.103983156,Active
swisskyrepo/PayloadsAllTheThings,Python,75243,16638,14,113,0,6,10,72,95,4794,0.425129162,3812,0.804636358,6,0.484760478,Active
mlabonne/llm-course,,75168,8664,77,32,10,1,109,185,65,2884,0.939839776,198,0.544158925,6,0.128364831,Active
mlabonne/llm-course,,75168,8664,77,32,10,2,25,284,80,844,0.501618636,3239,0.533754404,9,0.444852168,Declining
mlabonne/llm-course,,75168,8664,77,32,10,3,167,69,80,3920,0.805553127,450,0.833961869,2,0.064732212,Active
mlabonne/llm-course,,75168,8664,77,32,10,4,135,252,97,4747,0.81987782,3583,0.964228218,5,0.255595076,Active
mlabonne/llm-course,,75168,8664,77,32,10,5,21,246,19,508,0.858798252,1301,0.68048144,7,0.288986539,Active
mlabonne/llm-course,,75168,8664,77,32,10,6,77,17,40,4586,0.518181402,3187,0.707989815,5,0.131987691,Declining
localsend/localsend,Dart,75053,3997,881,38,0,1,182,248,97,4180,0.708856934,2949,0.741889661,8,0.284933511,Active
localsend/localsend,Dart,75053,3997,881,38,0,2,54,184,53,4355,0.691580992,1540,0.605841885,1,0.398889193,Declining
localsend/localsend,Dart,75053,3997,881,38,0,3,108,56,47,3445,0.895624591,613,0.769469793,10,0.352528079,Declining
localsend/localsend,Dart,75053,3997,881,38,0,4,144,31,46,2377,0.82142569,497,0.789766483,4,0.282219564,Active
localsend/localsend,Dart,75053,3997,881,38,0,5,77,160,62,252,0.453465029,3328,0.555888067,6,0.111116616,Declining
localsend/localsend,Dart,75053,3997,881,38,0,6,145,254,38,1428,0.730188463,3955,0.964941907,10,0.30128772,Declining
nestjs/nest,TypeScript,74574,8211,50,109,0,1,157,111,82,275,0.458321413,3482,0.76006852,2,0.382653369,Declining
nestjs/nest,TypeScript,74574,8211,50,109,0,2,14,126,96,3494,0.584204723,3424,0.540779633,7,0.25511568,Active
nestjs/nest,TypeScript,74574,8211,50,109,0,3,14,173,58,4702,0.699552869,931,0.620435844,7,0.198273545,Declining
nestjs/nest,TypeScript,74574,8211,50,109,0,4,161,56,45,1770,0.587090933,2850,0.509756004,0,0.213737024,Active
nestjs/nest,TypeScript,74574,8211,50,109,0,5,7,73,4,199,0.514601702,2793,0.570472712,9,0.299700511,Declining
nestjs/nest,TypeScript,74574,8211,50,109,0,6,165,126,94,2901,0.888431361,672,0.627899961,0,0.280836691,Declining
ventoy/Ventoy,C,74521,4701,902,72,15,1,185,236,34,4885,0.876011673,1865,0.892454781,2,0.228365051,Active
ventoy/Ventoy,C,74521,4701,902,72,15,2,139,31,70,2027,0.451961992,2640,0.686759281,2,0.295370385,Active
ventoy/Ventoy,C,74521,4701,902,72,15,3,99,90,65,3649,0.430311526,2459,0.721031257,1,0.263638119,Declining
ventoy/Ventoy,C,74521,4701,902,72,15,4,183,198,84,2529,0.795232788,1640,0.554621355,0,0.245949343,Declining
ventoy/Ventoy,C,74521,4701,902,72,15,5,74,239,18,4983,0.93312754,1097,0.754349484,10,0.486262939,Active
ventoy/Ventoy,C,74521,4701,902,72,15,6,17,17,96,4612,0.483870111,3350,0.644575346,3,0.35785739,Declining
unionlabs/union,Rust,74335,3845,184,33,4,1,77,285,62,454,0.793101742,241,0.695531476,4,0.075257226,Active
unionlabs/union,Rust,74335,3845,184,33,4,2,160,41,69,1839,0.449992322,3134,0.774007598,8,0.109721422,Active
unionlabs/union,Rust,74335,3845,184,33,4,3,98,279,84,3980,0.425191678,864,0.685299618,8,0.307921063,Active
unionlabs/union,Rust,74335,3845,184,33,4,4,5,67,15,4722,0.686257027,1924,0.746259915,1,0.397290846,Declining
unionlabs/union,Rust,74335,3845,184,33,4,5,7,140,38,2581,0.678337273,2116,0.764363733,5,0.215314234,Active
unionlabs/union,Rust,74335,3845,184,33,4,6,125,132,63,437,0.527188677,3319,0.936920446,10,0.192504514,Declining
Stirling-Tools/Stirling-PDF,TypeScript,74238,6312,418,37,0,1,30,281,23,2561,0.929299375,2142,0.77217086,10,0.412019482,Active
Stirling-Tools/Stirling-PDF,TypeScript,74238,6312,418,37,0,2,55,5,43,2664,0.783000415,1531,0.842737706,9,0.283913947,Active
Stirling-Tools/Stirling-PDF,TypeScript,74238,6312,418,37,0,3,7,5,53,1002,0.502936105,271,0.553226286,10,0.41128422,Declining
Stirling-Tools/Stirling-PDF,TypeScript,74238,6312,418,37,0,4,173,273,86,1031,0.801695953,2877,0.541693096,3,0.249308071,Active
Stirling-Tools/Stirling-PDF,TypeScript,74238,6312,418,37,0,5,93,245,64,943,0.940022796,1355,0.674833774,9,0.327198676,Declining
Stirling-Tools/Stirling-PDF,TypeScript,74238,6312,418,37,0,6,122,166,43,3091,0.899576053,3871,0.525000337,4,0.07995089,Active
vuejs/awesome-vue,,73642,9505,65,125,7,1,63,185,7,1790,0.445830041,95,0.541673608,4,0.353876864,Declining
vuejs/awesome-vue,,73642,9505,65,125,7,2,52,62,99,2251,0.595029478,2096,0.853700105,2,0.322147655,Declining
vuejs/awesome-vue,,73642,9505,65,125,7,3,114,166,54,1756,0.944521202,100,0.65437234,5,0.361480071,Active
vuejs/awesome-vue,,73642,9505,65,125,7,4,48,224,75,3486,0.600099467,3284,0.608669441,10,0.223144831,Active
vuejs/awesome-vue,,73642,9505,65,125,7,5,111,146,37,1500,0.686908296,377,0.74036589,10,0.424222285,Declining
vuejs/awesome-vue,,73642,9505,65,125,7,6,159,120,72,2436,0.727388076,2054,0.966519081,1,0.284475427,Declining
infiniflow/ragflow,Python,73317,8124,2977,26,1,1,109,23,78,1942,0.699034193,3163,0.896505297,6,0.368884453,Declining
infiniflow/ragflow,Python,73317,8124,2977,26,1,2,147,199,29,1203,0.737942921,1015,0.886664862,4,0.068595278,Active
infiniflow/ragflow,Python,73317,8124,2977,26,1,3,75,96,46,2782,0.846289856,2117,0.877269804,10,0.423814167,Active
infiniflow/ragflow,Python,73317,8124,2977,26,1,4,97,118,90,469,0.490045772,1828,0.567100542,9,0.421380199,Active
infiniflow/ragflow,Python,73317,8124,2977,26,1,5,123,5,4,2640,0.440549313,382,0.507147319,5,0.269720465,Active
infiniflow/ragflow,Python,73317,8124,2977,26,1,6,107,275,20,3801,0.675234542,119,0.588854564,0,0.230929818,Active
redis/redis,C,72939,24491,2740,205,0,1,166,184,29,663,0.765264589,615,0.735800179,3,0.319114543,Declining
redis/redis,C,72939,24491,2740,205,0,2,183,211,75,1268,0.876842216,3487,0.525524149,8,0.484163513,Declining
redis/redis,C,72939,24491,2740,205,0,3,23,144,60,2507,0.834524997,707,0.855056152,11,0.471572314,Declining
redis/redis,C,72939,24491,2740,205,0,4,179,232,77,4911,0.468942544,3513,0.904790831,2,0.3886161,Declining
redis/redis,C,72939,24491,2740,205,0,5,159,67,46,2407,0.404238899,1265,0.956892345,2,0.25339287,Declining
redis/redis,C,72939,24491,2740,205,0,6,57,163,25,4115,0.689947085,3959,0.819132321,7,0.425291467,Declining
awesomedata/awesome-public-datasets,,72777,11129,135,136,3,1,151,22,25,1764,0.814437021,3888,0.786020383,1,0.372007595,Active
awesomedata/awesome-public-datasets,,72777,11129,135,136,3,2,21,247,61,3904,0.908151386,1868,0.975436941,7,0.100140565,Declining
